merchant_id;sample_order_count;consents;created_at;review;shops
7218897;1;{"terms_of_service":{"agreed_at":"2020-07-04 01:41:59","agreed":true},"privacy_policy":{"agreed_at":"2020-07-04 01:41:59","agreed":true},"intellectual_property":{"agreed_at":"2020-07-04 01:41:59","agreed":true}};Sat Jul 04 2020 04:41:59 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1814806","shop_data":{"branding":{"brand":"T x T Studio","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7207626;0;{"terms_of_service":{"agreed_at":"2020-06-27 18:25:13","agreed":true},"privacy_policy":{"agreed_at":"2020-06-27 18:25:13","agreed":true},"intellectual_property":{"agreed_at":"2020-06-27 18:25:13","agreed":true}};Sat Jun 27 2020 21:25:13 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1800107","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7131875;0;{"terms_of_service":{"agreed_at":"2020-05-11 14:56:27","agreed":true},"privacy_policy":{"agreed_at":"2020-05-11 14:56:27","agreed":true},"intellectual_property":{"agreed_at":"2020-05-11 14:56:27","agreed":true}};Mon May 11 2020 17:56:22 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1701531","shop_data":{"branding":{"brand":"ET'S Styles","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7096419;0;{"terms_of_service":{"agreed_at":"2020-04-17 02:00:07","agreed":true},"privacy_policy":{"agreed_at":"2020-04-17 02:00:07","agreed":true},"intellectual_property":{"agreed_at":"2020-04-17 02:00:07","agreed":true}};Fri Apr 17 2020 05:00:07 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1656235","shop_data":{"branding":{"brand":"Unified ","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7271126;0;{"terms_of_service":{"agreed_at":"2020-07-29 19:07:59","agreed":true},"privacy_policy":{"agreed_at":"2020-07-29 19:07:59","agreed":true},"intellectual_property":{"agreed_at":"2020-07-29 19:07:59","agreed":true}};Wed Jul 29 2020 22:07:53 GMT+0300 (EEST);{"skipped":{"products":4,"orders":0},"ratings":[],"shared":false,"updated":1596080638,"type":"B"};[{"shop_id":"1881008","shop_data":{"branding":{"brand":"Empathy Pod","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7219949;0;{"terms_of_service":{"agreed_at":"2020-07-04 18:55:58","agreed":true},"privacy_policy":{"agreed_at":"2020-07-04 18:55:58","agreed":true},"intellectual_property":{"agreed_at":"2020-07-04 18:55:58","agreed":true}};Sat Jul 04 2020 21:55:58 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1816212","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7307192;0;{"terms_of_service":{"agreed_at":"2020-08-12 14:41:12","agreed":true},"privacy_policy":{"agreed_at":"2020-08-12 14:41:12","agreed":true},"intellectual_property":{"agreed_at":"2020-08-12 14:41:12","agreed":true}};Wed Aug 12 2020 17:41:12 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1924216","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7111412;0;{"terms_of_service":{"agreed_at":"2020-04-27 21:24:22","agreed":true},"privacy_policy":{"agreed_at":"2020-04-27 21:24:22","agreed":true},"intellectual_property":{"agreed_at":"2020-04-27 21:24:22","agreed":true}};Tue Apr 28 2020 00:24:17 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1675420","shop_data":{"branding":{"brand":"Burelco1","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7254663;0;{"terms_of_service":{"agreed_at":"2020-07-22 09:35:56","agreed":true},"privacy_policy":{"agreed_at":"2020-07-22 09:35:56","agreed":true},"intellectual_property":{"agreed_at":"2020-07-22 09:35:56","agreed":true}};Wed Jul 22 2020 12:35:56 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1860764","shop_data":{"branding":{"brand":"The Junk Kid","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1861785","shop_data":{"branding":{"brand":"The Junk Kid","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7247544;0;{"terms_of_service":{"agreed_at":"2020-07-18 21:28:40","agreed":true},"privacy_policy":{"agreed_at":"2020-07-18 21:28:40","agreed":true},"intellectual_property":{"agreed_at":"2020-07-18 21:28:40","agreed":true}};Sun Jul 19 2020 00:28:36 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1851693","shop_data":{"branding":{"brand":"Among Stouts ","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7188070;0;{"terms_of_service":{"agreed_at":"2020-06-16 20:17:38","agreed":true},"privacy_policy":{"agreed_at":"2020-06-16 20:17:38","agreed":true},"intellectual_property":{"agreed_at":"2020-06-16 20:17:38","agreed":true}};Tue Jun 16 2020 23:17:38 GMT+0300 (EEST);{"skipped":{"products":3,"orders":0},"ratings":[],"shared":false,"updated":1592340864,"type":"B"};[{"shop_id":"1774312","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7059962;0;{"terms_of_service":{"agreed_at":"2020-03-17 22:20:57","agreed":true},"privacy_policy":{"agreed_at":"2020-03-17 22:20:57","agreed":true},"intellectual_property":{"agreed_at":"2020-03-17 22:20:57","agreed":true}};Wed Mar 18 2020 00:20:57 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1609588","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7138777;0;{"terms_of_service":{"agreed_at":"2020-05-16 04:34:03","agreed":true},"privacy_policy":{"agreed_at":"2020-05-16 04:34:03","agreed":true},"intellectual_property":{"agreed_at":"2020-05-16 04:34:03","agreed":true}};Sat May 16 2020 07:34:03 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1710409","shop_data":{"branding":{"brand":"KHLORIS ","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1717558","shop_data":{"branding":{"brand":"KHLORIS","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7286704;0;{"terms_of_service":{"agreed_at":"2020-08-04 23:22:00","agreed":true},"privacy_policy":{"agreed_at":"2020-08-04 23:22:00","agreed":true},"intellectual_property":{"agreed_at":"2020-08-04 23:22:00","agreed":true}};Wed Aug 05 2020 02:22:00 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1899870","shop_data":{"branding":{"brand":"jarcreativeoriginals","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7218803;0;{"terms_of_service":{"agreed_at":"2020-07-04 00:19:19","agreed":true},"privacy_policy":{"agreed_at":"2020-07-04 00:19:19","agreed":true},"intellectual_property":{"agreed_at":"2020-07-04 00:19:19","agreed":true}};Sat Jul 04 2020 03:19:19 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1814696","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7050314;1;{"terms_of_service":{"agreed_at":"2020-03-11 22:13:34","agreed":true},"privacy_policy":{"agreed_at":"2020-03-11 22:13:34","agreed":true},"intellectual_property":{"agreed_at":"2020-03-11 22:13:34","agreed":true}};Thu Mar 12 2020 00:13:34 GMT+0200 (EET);{"skipped":{"products":3,"orders":1},"ratings":[],"shared":false,"updated":1585816200,"type":"A"};[{"shop_id":"1597679","shop_data":{"branding":{"brand":"FG","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7299782;0;{"terms_of_service":{"agreed_at":"2020-08-10 02:30:33","agreed":true},"privacy_policy":{"agreed_at":"2020-08-10 02:30:33","agreed":true},"intellectual_property":{"agreed_at":"2020-08-10 02:30:33","agreed":true}};Mon Aug 10 2020 05:30:33 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1915489","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7103560;4;{"terms_of_service":{"agreed_at":"2020-04-22 12:51:44","agreed":true},"privacy_policy":{"agreed_at":"2020-04-22 12:51:44","agreed":true},"intellectual_property":{"agreed_at":"2020-04-22 12:51:44","agreed":true}};Wed Apr 22 2020 15:51:44 GMT+0300 (EEST);{"skipped":{"products":29,"orders":0},"ratings":[{"created_at":1588381558,"rating":5,"feedback":""}],"shared":false,"updated":1588381558,"type":"A"};[{"shop_id":"1665418","shop_data":{"branding":{"brand":"Forever Fashion Tee's","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":true,"max_item_price_increase":200,"only_same_blueprint":true,"strict_colors":false}}}]
7340991;0;{"terms_of_service":{"agreed_at":"2020-08-24 19:48:32","agreed":true},"privacy_policy":{"agreed_at":"2020-08-24 19:48:32","agreed":true},"intellectual_property":{"agreed_at":"2020-08-24 19:48:32","agreed":true}};Mon Aug 24 2020 22:48:32 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1964522","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7200688;0;{"terms_of_service":{"agreed_at":"2020-06-23 18:45:41","agreed":true},"privacy_policy":{"agreed_at":"2020-06-23 18:45:41","agreed":true},"intellectual_property":{"agreed_at":"2020-06-23 18:45:41","agreed":true}};Tue Jun 23 2020 21:45:41 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1790951","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7263757;0;{"terms_of_service":{"agreed_at":"2020-07-26 18:38:59","agreed":true},"privacy_policy":{"agreed_at":"2020-07-26 18:38:59","agreed":true},"intellectual_property":{"agreed_at":"2020-07-26 18:38:59","agreed":true}};Sun Jul 26 2020 21:38:59 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1872081","shop_data":{"branding":{"brand":"HumansKart","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7048593;0;{"terms_of_service":{"agreed_at":"2020-03-10 22:20:39","agreed":true},"privacy_policy":{"agreed_at":"2020-03-10 22:20:39","agreed":true},"intellectual_property":{"agreed_at":"2020-03-10 22:20:39","agreed":true}};Wed Mar 11 2020 00:20:39 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1595616","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7201036;0;{"terms_of_service":{"agreed_at":"2020-06-23 22:17:22","agreed":true},"privacy_policy":{"agreed_at":"2020-06-23 22:17:22","agreed":true},"intellectual_property":{"agreed_at":"2020-06-23 22:17:22","agreed":true}};Wed Jun 24 2020 01:17:22 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1791432","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7036339;0;{"terms_of_service":{"agreed_at":"2020-03-02 22:02:24","agreed":true},"privacy_policy":{"agreed_at":"2020-03-02 22:02:24","agreed":true},"intellectual_property":{"agreed_at":"2020-03-02 22:02:24","agreed":true}};Tue Mar 03 2020 00:02:24 GMT+0200 (EET);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1580603","shop_data":{"branding":{"brand":"LOST&FOUND Apparel ","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1}}}]
7141804;0;{"terms_of_service":{"agreed_at":"2020-05-18 11:41:08","agreed":true},"privacy_policy":{"agreed_at":"2020-05-18 11:41:08","agreed":true},"intellectual_property":{"agreed_at":"2020-05-18 11:41:08","agreed":true}};Mon May 18 2020 14:41:08 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1714320","shop_data":{"branding":{"brand":"Khady Excel","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7340833;0;{"terms_of_service":{"agreed_at":"2020-08-24 18:53:31","agreed":true},"privacy_policy":{"agreed_at":"2020-08-24 18:53:31","agreed":true},"intellectual_property":{"agreed_at":"2020-08-24 18:53:31","agreed":true}};Mon Aug 24 2020 21:53:31 GMT+0300 (EEST);{"skipped":{"products":3,"orders":0},"ratings":[{"created_at":1598306193,"rating":4,"feedback":"\"Shipping profiles\" are a bit confusing and do not seem to sync with my etsy store quite right."}],"shared":false,"updated":1598306193,"type":"A"};[{"shop_id":"1964314","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}},{"shop_id":"1964317","shop_data":{"branding":{"brand":"THEBIOSNAIL","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7194109;0;{"terms_of_service":{"agreed_at":"2020-06-19 23:56:42","agreed":true},"privacy_policy":{"agreed_at":"2020-06-19 23:56:42","agreed":true},"intellectual_property":{"agreed_at":"2020-06-19 23:56:42","agreed":true}};Sat Jun 20 2020 02:56:42 GMT+0300 (EEST);{"skipped":{"products":18,"orders":0},"ratings":[],"shared":false,"updated":1598666718,"type":"A"};[{"shop_id":"1782316","shop_data":{"branding":{"brand":"Lil Treasure Stop","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7285544;0;{"terms_of_service":{"agreed_at":"2020-08-04 15:48:18","agreed":true},"privacy_policy":{"agreed_at":"2020-08-04 15:48:18","agreed":true},"intellectual_property":{"agreed_at":"2020-08-04 15:48:18","agreed":true}};Tue Aug 04 2020 18:48:18 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1898490","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7352726;0;{"terms_of_service":{"agreed_at":"2020-08-28 15:06:42","agreed":true},"privacy_policy":{"agreed_at":"2020-08-28 15:06:42","agreed":true},"intellectual_property":{"agreed_at":"2020-08-28 15:06:42","agreed":true}};Fri Aug 28 2020 18:06:42 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"A"};[{"shop_id":"1978297","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
7131293;0;{"terms_of_service":{"agreed_at":"2020-05-11 02:06:20","agreed":true},"privacy_policy":{"agreed_at":"2020-05-11 02:06:20","agreed":true},"intellectual_property":{"agreed_at":"2020-05-11 02:06:20","agreed":true}};Mon May 11 2020 05:06:20 GMT+0300 (EEST);{"skipped":{"products":0,"orders":0},"ratings":[],"shared":false,"updated":false,"type":"B"};[{"shop_id":"1700759","shop_data":{"branding":{"brand":"My new store","countries":[{"code":"US"},{"code":"GB"},{"code":"DE"}]},"import":{"setting":1},"orders_routing":{"enabled":false,"max_item_price_increase":200,"only_same_blueprint":false,"strict_colors":false}}}]
