created_at;order_id;status;status_details;shipping_method;merchant_id;shop_id;sales_channel_type_id;total_price;total_shipping;order_items
Tue Aug 04 2020 11:16:41 GMT+0300 (EEST);1837607.29;fulfilled;null;1;7236538;1;2500;1500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Tue Aug 18 2020 01:39:31 GMT+0300 (EEST);1814585.223;fulfilled;null;1;7218086;4;850;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Sat Aug 15 2020 22:55:44 GMT+0300 (EEST);202766.225;fulfilled;null;1;5841317;1;1400;800;[{"quantity":1,"print_provider_id":1,"print_provider_sku":"mug15oz","print_provider":"SPOKE Custom Products","tags":["15oz"]}]
Fri Aug 07 2020 00:12:25 GMT+0300 (EEST);1687462.320;fulfilled;null;1;7084134;4;2393;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_NAVY_M","print_provider":"The Dream Junction ","tags":[" Navy","M"]}]
Mon Aug 03 2020 05:31:35 GMT+0300 (EEST);1280396.20626;fulfilled;null;1;6795017;4;1999;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-002-002","print_provider":"Monster Digital ","tags":[" White","M"]}]
Sat Aug 01 2020 18:40:02 GMT+0300 (EEST);1394039.1901;fulfilled;null;1;6828211;6;796;800;[{"quantity":1,"print_provider_id":9,"print_provider_sku":"PR_11oz_Mug","print_provider":"WPaPS","tags":["11oz"]}]
Wed Aug 12 2020 03:41:27 GMT+0300 (EEST);1857286.131;fulfilled;null;1;7251936;4;1199;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Tue Aug 25 2020 21:55:22 GMT+0300 (EEST);1748212.298;fulfilled;null;1;7168114;4;1500;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Tue Aug 18 2020 09:11:39 GMT+0300 (EEST);1720307.1188;fulfilled;null;1;7146390;1;2199;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_BLACK_S","print_provider":"The Dream Junction ","tags":["Black","S"]}]
Wed Aug 05 2020 05:02:36 GMT+0300 (EEST);1734809.756;fulfilled;null;1;7157691;4;4284;500;[{"quantity":1,"print_provider_id":2,"print_provider_sku":"3424","print_provider":"Circle Graphics","tags":["24″ × 36″","CG Matt"]}]
Fri Aug 21 2020 20:13:56 GMT+0300 (EEST);1548817.6;fulfilled;null;1;7010992;9;9400;1650;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-004-004","print_provider":"Monster Digital ","tags":["Black","XL"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-002-004","print_provider":"Monster Digital ","tags":[" White","XL"]},{"quantity":1,"print_provider_id":16,"print_provider_sku":"84","print_provider":"MyLocker","tags":["Black","One size"]},{"quantity":1,"print_provider_id":1,"print_provider_sku":"sock-large","print_provider":"SPOKE Custom Products","tags":["L "]},{"quantity":1,"print_provider_id":1,"print_provider_sku":"sock-large","print_provider":"SPOKE Custom Products","tags":["L "]}]
Wed Aug 12 2020 06:52:36 GMT+0300 (EEST);1888951.22;fulfilled;null;1;7170809;2;1925;500;[{"quantity":1,"print_provider_id":2,"print_provider_sku":"3424","print_provider":"Circle Graphics","tags":["24″ × 36″","CG Matt"]}]
Tue Aug 04 2020 10:49:03 GMT+0300 (EEST);1759301.1047;fulfilled;null;1;6751434;2;1810;400;[{"quantity":1,"print_provider_id":42,"print_provider_sku":"5000-GILDANMEN-BLACK-LG","print_provider":"Drive Fulfillment","tags":["Black","L"]}]
Fri Aug 14 2020 11:59:15 GMT+0300 (EEST);1455496.8675;fulfilled;null;1;6937671;2;702;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNGT1B0XL","print_provider":"SwiftPOD","tags":["Black","XL"]}]
Mon Aug 17 2020 10:38:27 GMT+0300 (EEST);1669077.55;fulfilled;null;1;7106445;4;2395;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-004-002","print_provider":"Monster Digital ","tags":["Black","M"]}]
Sun Aug 02 2020 03:33:27 GMT+0300 (EEST);1781464.5;fulfilled;null;1;7193462;4;2749;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_RED_M","print_provider":"The Dream Junction ","tags":["Red","M"]}]
Fri Aug 28 2020 06:57:03 GMT+0300 (EEST);1519422.144;in-production;null;1;6987762;4;1341;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-017-001","print_provider":"Monster Digital ","tags":["Red","S"]}]
Tue Aug 18 2020 03:52:27 GMT+0300 (EEST);1760559.65;fulfilled;null;1;7177675;4;2260;850;[{"quantity":1,"print_provider_id":41,"print_provider_sku":"723-M-FGR-02M-32416","print_provider":"Duplium","tags":["Forest Green","M"]}]
Fri Aug 07 2020 10:57:36 GMT+0300 (EEST);1691096.719;fulfilled;null;1;7084134;4;1643;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_BLACK_M","print_provider":"The Dream Junction ","tags":["Black","M"]}]
Fri Aug 21 2020 01:23:59 GMT+0300 (EEST);1865795.589;fulfilled;null;1;7258673;1;1599;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"2000_BLACK_L","print_provider":"The Dream Junction ","tags":["L","Black"]}]
Sun Aug 02 2020 21:25:49 GMT+0300 (EEST);1876995.7;fulfilled;null;1;7267834;1;6200;550;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DEEP_HEATHER_3XL","print_provider":"The Dream Junction ","tags":["Deep Heather","3XL"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_NAVY_XL","print_provider":"The Dream Junction ","tags":["Navy","XL"]}]
Fri Aug 21 2020 17:22:25 GMT+0300 (EEST);1034421.3147;fulfilled;null;1;6572130;2;1231;500;[{"quantity":1,"print_provider_id":45,"print_provider_sku":"3001-BLK-XL","print_provider":"Awkward Styles","tags":["Black","XL"]}]
Wed Aug 26 2020 06:33:00 GMT+0300 (EEST);794238.28853;fulfilled;null;1;6144732;1;3645;600;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-015-005","print_provider":"Monster Digital ","tags":["Heather Navy","2XL"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"002-004-003","print_provider":"Monster Digital ","tags":["L","Black"]}]
Sat Aug 22 2020 10:25:43 GMT+0300 (EEST);1425796.1714;fulfilled;null;1;6912122;1;2036;615;[{"quantity":1,"print_provider_id":41,"print_provider_sku":"721-M-NAV-03L-00609","print_provider":"Duplium","tags":[" Navy","L"]}]
Sun Aug 23 2020 14:00:33 GMT+0300 (EEST);1806140.377;fulfilled;null;1;6742800;2;4666;2200;[{"quantity":1,"print_provider_id":2,"print_provider_sku":"405","print_provider":"Circle Graphics","tags":["24″ × 30″","Premium Gallery Wraps (1.25″)"]}]
Sat Aug 01 2020 21:30:46 GMT+0300 (EEST);1823349.4;fulfilled;null;1;7225345;1;2200;450;[{"quantity":1,"print_provider_id":16,"print_provider_sku":"92","print_provider":"MyLocker","tags":["White","One size"]}]
Thu Aug 13 2020 03:36:49 GMT+0300 (EEST);937845.643;fulfilled;null;1;6482811;4;4990;660;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT5C00M","print_provider":"SwiftPOD","tags":["True Royal","M"]},{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT1R00M","print_provider":"SwiftPOD","tags":["Red","M"]}]
Sun Aug 02 2020 19:38:31 GMT+0300 (EEST);882774.18418;fulfilled;null;1;6432786;1;1035;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_WHITE_L","print_provider":"The Dream Junction ","tags":[" White","L"]}]
Thu Aug 06 2020 03:20:30 GMT+0300 (EEST);904416.9777;fulfilled;null;1;6246822;2;2615;500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SWG560","print_provider":"MWW On Demand","tags":["60x50"]}]
Tue Aug 25 2020 10:14:49 GMT+0300 (EEST);1202187.101;fulfilled;null;1;6724863;2;248;350;[{"quantity":1,"print_provider_id":1,"print_provider_sku":"3x3-white","print_provider":"SPOKE Custom Products","tags":["3x3\"","White"]}]
Wed Aug 19 2020 04:47:32 GMT+0300 (EEST);71728.1509;fulfilled;null;1;3574;2;1341;800;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-004-003","print_provider":"Monster Digital ","tags":["Black","L"]}]
Tue Aug 18 2020 02:21:59 GMT+0300 (EEST);1776133.20984;fulfilled;null;1;7063690;1;3099;840;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"WORB2B0XS","print_provider":"SwiftPOD","tags":["Solid Black","XS"]},{"quantity":1,"print_provider_id":39,"print_provider_sku":"WORB2B0XS","print_provider":"SwiftPOD","tags":["Solid Black","XS"]},{"quantity":1,"print_provider_id":39,"print_provider_sku":"WORB2B0XS","print_provider":"SwiftPOD","tags":["Solid Black","XS"]}]
Wed Aug 12 2020 00:06:27 GMT+0300 (EEST);1773734.2581;in-production;null;1;7187624;1;2000;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"WOBF1B00M","print_provider":"SwiftPOD","tags":["Black","M"]}]
Sun Aug 09 2020 00:07:54 GMT+0300 (EEST);1276517.48;fulfilled;null;1;6791595;3;1500;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"007-004-005","print_provider":"Monster Digital ","tags":["Solid Black","2XL"]}]
Thu Aug 06 2020 18:35:05 GMT+0300 (EEST);777990.423;fulfilled;null;1;6337395;1;2600;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"004-003-005","print_provider":"Monster Digital ","tags":["Solid Midnight Navy","2XL"]}]
Tue Aug 25 2020 22:28:29 GMT+0300 (EEST);1700567.670;canceled;null;1;6876154;2;0;0;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-004-006","print_provider":"Monster Digital ","tags":["Black","3XL"]}]
Thu Aug 13 2020 03:12:38 GMT+0300 (EEST);1203468.5118;fulfilled;null;1;6726006;4;2000;600;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_WHITE_L","print_provider":"The Dream Junction ","tags":["White","L"]}]
Mon Aug 03 2020 14:48:43 GMT+0300 (EEST);1748777.11933;fulfilled;null;1;7029022;1;1899;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"002-012-003","print_provider":"Monster Digital ","tags":["L","Military Green"]}]
Thu Aug 27 2020 09:42:55 GMT+0300 (EEST);1533962.9827;in-production;null;1;6999280;2;2026;459;[{"quantity":1,"print_provider_id":6,"print_provider_sku":"tank_heather_grey_large","print_provider":"T shirt and Sons","tags":["Athletic Heather","L"]}]
Thu Aug 27 2020 14:27:07 GMT+0300 (EEST);1224024.4476;partially-fulfilled;null;1;6744633;2;6066;1950;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_BLACK_S","print_provider":"The Dream Junction ","tags":["Black","S"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"021-009-002","print_provider":"Monster Digital ","tags":["M"," Navy"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"18000_ASH_M","print_provider":"The Dream Junction ","tags":[" Ash","M"]}]
Sun Aug 02 2020 22:56:51 GMT+0300 (EEST);1750736.5;canceled;null;1;7170030;1;0;0;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SLPGZ4","print_provider":"MWW On Demand","tags":["14\" x 14\""]}]
Fri Aug 21 2020 19:30:35 GMT+0300 (EEST);1286270.1122;fulfilled;null;1;6800099;2;2586;450;[{"quantity":1,"print_provider_id":23,"print_provider_sku":"1440842_IPX-TCB-CS-M","print_provider":"WOYC","tags":["iPhone X","Matte"]}]
Tue Aug 11 2020 03:05:06 GMT+0300 (EEST);1499270.79639;fulfilled;null;1;6799169;1;1799;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"002-009-004","print_provider":"Monster Digital ","tags":["XL"," Navy"]}]
Tue Aug 25 2020 21:14:59 GMT+0300 (EEST);1849405.3;fulfilled;null;1;7245656;2;10000;1560;[{"quantity":2,"print_provider_id":39,"print_provider_sku":"UNGT1B00S","print_provider":"SwiftPOD","tags":["Black","S"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-004-001","print_provider":"Monster Digital ","tags":["Black","S"]},{"quantity":1,"print_provider_id":45,"print_provider_sku":"5000-BLK-L","print_provider":"Awkward Styles","tags":["Black","L"]}]
Sun Aug 09 2020 19:49:28 GMT+0300 (EEST);1837041.81;fulfilled;null;1;7236126;4;1208;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT1W00M","print_provider":"SwiftPOD","tags":["White","M"]}]
Sun Aug 02 2020 12:36:08 GMT+0300 (EEST);1728880.18;fulfilled;null;1;7153024;9;1749;600;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_ASH_S","print_provider":"The Dream Junction ","tags":[" Ash","S"]}]
Wed Aug 12 2020 01:52:42 GMT+0300 (EEST);1856105.143;fulfilled;null;1;7024032;4;13500;1150;[{"quantity":3,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_S","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","S"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_XL","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","XL"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_L","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","L"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_M","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","M"]}]
Sun Aug 02 2020 11:58:55 GMT+0300 (EEST);43852.8632;fulfilled;null;1;31516;1;1983;1100;[{"quantity":1,"print_provider_id":2,"print_provider_sku":"368","print_provider":"Circle Graphics","tags":["14″ × 11″","Premium Gallery Wraps (1.25″)"]}]
Mon Aug 10 2020 19:26:08 GMT+0300 (EEST);1225155.5405;fulfilled;null;1;6246822;2;2613;500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SWG560","print_provider":"MWW On Demand","tags":["60x50"]}]
Sat Aug 08 2020 23:53:28 GMT+0300 (EEST);1202196.5504;on-hold;null;1;6724872;1;3995;750;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"18500_GOLD_3XL","print_provider":"The Dream Junction ","tags":["3XL","Gold"]}]
Wed Aug 05 2020 06:56:03 GMT+0300 (EEST);1732948.2440;fulfilled;null;1;7156242;2;1388;350;[{"quantity":1,"print_provider_id":26,"print_provider_sku":"180091016","print_provider":"Textildruck Europa ","tags":["Black","XL"]}]
Thu Aug 20 2020 21:01:56 GMT+0300 (EEST);1820427.759;on-hold;null;1;7215489;1;1193;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNGT1W2XL","print_provider":"SwiftPOD","tags":[" White","2XL"]}]
Sat Aug 15 2020 04:01:13 GMT+0300 (EEST);904983.62;fulfilled;null;1;6452760;1;9980;1000;[{"quantity":1,"print_provider_id":25,"print_provider_sku":"P601T_Charcoal Heather_M","print_provider":"DTG2Go","tags":["Charcoal Heather","M"]},{"quantity":2,"print_provider_id":25,"print_provider_sku":"P601T_Charcoal Heather_L","print_provider":"DTG2Go","tags":["Charcoal Heather","L"]},{"quantity":1,"print_provider_id":25,"print_provider_sku":"P601T_Charcoal Heather_SM","print_provider":"DTG2Go","tags":["Charcoal Heather","S"]}]
Sun Aug 09 2020 14:43:29 GMT+0300 (EEST);239561.3463;fulfilled;null;1;5876603;4;2900;500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SRB172","print_provider":"MWW On Demand","tags":["Small 24x17"]}]
Thu Aug 20 2020 07:45:47 GMT+0300 (EEST);1455496.8833;fulfilled;null;1;6937671;2;1168;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNGT1B0XL","print_provider":"SwiftPOD","tags":["Black","XL"]}]
Thu Aug 06 2020 05:46:22 GMT+0300 (EEST);673233.401;canceled;null;1;6248844;4;0;0;[{"quantity":1,"print_provider_id":16,"print_provider_sku":"48303","print_provider":"MyLocker","tags":[" White","XL"]}]
Wed Aug 19 2020 23:14:57 GMT+0300 (EEST);1727890.390;fulfilled;null;1;7116196;1;2973;600;[{"quantity":1,"print_provider_id":1,"print_provider_sku":"laptopsleeve13","print_provider":"SPOKE Custom Products","tags":["13\""]}]
Sun Aug 23 2020 21:55:17 GMT+0300 (EEST);1723126.21;fulfilled;null;1;7148552;2;1598;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"003-002-003","print_provider":"Monster Digital ","tags":["Solid White","L"]}]
Sat Aug 08 2020 12:42:43 GMT+0300 (EEST);1404488.1089;fulfilled;null;1;6893518;1;1499;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Tue Aug 18 2020 00:02:43 GMT+0300 (EEST);1616231.2;fulfilled;null;1;7065271;1;3000;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-064-006","print_provider":"Monster Digital ","tags":["Heather Kelly","3XL"]}]
Sat Aug 08 2020 19:00:35 GMT+0300 (EEST);1595236.163;fulfilled;null;1;7048285;2;4535;1000;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SCDHOS","print_provider":"MWW On Demand","tags":["71\" x 74\""]}]
Wed Aug 26 2020 18:53:45 GMT+0300 (EEST);1449381.7954;fulfilled;null;1;6932458;1;7497;800;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"003-016-003","print_provider":"Monster Digital ","tags":["Solid Royal","L"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"018-004-001","print_provider":"Monster Digital ","tags":["S","Black"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-004-003","print_provider":"Monster Digital ","tags":["Black","L"]}]
Wed Aug 19 2020 07:36:02 GMT+0300 (EEST);1410147.20833;fulfilled;null;1;6898499;2;963;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNGT1W00S","print_provider":"SwiftPOD","tags":[" White","S"]}]
Wed Aug 05 2020 03:57:38 GMT+0300 (EEST);1505480.22877;on-hold;null;1;5837300;1;1390;660;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT1B3XL","print_provider":"SwiftPOD","tags":["Black","3XL"]},{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT1B3XL","print_provider":"SwiftPOD","tags":["Black","3XL"]}]
Mon Aug 03 2020 22:44:59 GMT+0300 (EEST);1684236.19;fulfilled;null;1;7118422;2;1318;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"001-009-003","print_provider":"Monster Digital ","tags":[" Navy","L"]}]
Tue Aug 04 2020 20:11:20 GMT+0300 (EEST);890094.9764;fulfilled;null;1;6432198;3;2295;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNPT1B3XL","print_provider":"SwiftPOD","tags":["Black","3XL"]}]
Fri Aug 28 2020 09:54:26 GMT+0300 (EEST);1636046.648;in-production;null;1;7080685;4;2462;550;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_MAROON_S","print_provider":"The Dream Junction ","tags":["Maroon","S"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_NAVY_M","print_provider":"The Dream Junction ","tags":["Navy","M"]}]
Wed Aug 05 2020 15:43:34 GMT+0300 (EEST);112139.113650;on-hold;null;1;5763236;1;2495;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_L","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","L"]}]
Tue Aug 04 2020 00:53:39 GMT+0300 (EEST);1734223.426;fulfilled;null;1;7084134;4;1743;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_BLACK_S","print_provider":"The Dream Junction ","tags":["Black","S"]}]
Sun Aug 02 2020 14:41:21 GMT+0300 (EEST);1782844.324;fulfilled;null;1;7194519;2;818;1500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Mon Aug 24 2020 02:07:32 GMT+0300 (EEST);643007.636;in-production;null;1;6179493;4;1543;600;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_BLACK_S","print_provider":"The Dream Junction ","tags":["Black","S"]}]
Wed Aug 12 2020 02:42:18 GMT+0300 (EEST);1286578.12749;fulfilled;null;1;6800360;1;3000;800;[{"quantity":1,"print_provider_id":16,"print_provider_sku":"47456","print_provider":"MyLocker","tags":["15oz"]}]
Thu Aug 20 2020 23:15:23 GMT+0300 (EEST);281134.5792;fulfilled;null;1;5914942;2;1406;400;[{"quantity":1,"print_provider_id":25,"print_provider_sku":"B3001_Heather Mint_SM","print_provider":"DTG2Go","tags":["Heather Mint","S"]}]
Fri Aug 07 2020 06:42:00 GMT+0300 (EEST);1592253.2236;fulfilled;null;1;7045847;2;1738;400;[{"quantity":1,"print_provider_id":16,"print_provider_sku":"45589","print_provider":"MyLocker","tags":["Teal","M"]}]
Tue Aug 04 2020 21:58:28 GMT+0300 (EEST);1627500.366;fulfilled;null;1;7074050;2;1535;400;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-057-001","print_provider":"Monster Digital ","tags":["Heather Ice Blue","S"]}]
Tue Aug 11 2020 12:12:55 GMT+0300 (EEST);539511.4524;fulfilled;null;1;6138159;1;1150;480;[{"quantity":1,"print_provider_id":39,"print_provider_sku":"UNGT1B00L","print_provider":"SwiftPOD","tags":["Black","L"]}]
Fri Aug 21 2020 01:04:01 GMT+0300 (EEST);460350.45;fulfilled;null;1;6072111;2;3005;500;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SPA23N","print_provider":"MWW On Demand","tags":["One Size"]}]
Tue Aug 11 2020 23:01:22 GMT+0300 (EEST);1854047.50;fulfilled;null;1;7249392;4;1300;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Mon Aug 10 2020 06:21:18 GMT+0300 (EEST);1762208.11781;fulfilled;null;1;7178920;1;4998;600;[{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-002-005","print_provider":"Monster Digital ","tags":["White","2XL"]},{"quantity":1,"print_provider_id":29,"print_provider_sku":"022-004-005","print_provider":"Monster Digital ","tags":["Black","2XL"]}]
Tue Aug 25 2020 19:26:17 GMT+0300 (EEST);611133.9011;in-production;null;1;6198150;1;2495;700;[{"quantity":1,"print_provider_id":1,"print_provider_sku":"mug20oztumbler","print_provider":"SPOKE Custom Products","tags":["20oz"]}]
Wed Aug 05 2020 00:47:31 GMT+0300 (EEST);325160.7115;fulfilled;null;1;5956967;4;11543;1900;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SCDHOS","print_provider":"MWW On Demand","tags":["71\" x 74\""]},{"quantity":2,"print_provider_id":10,"print_provider_sku":"PRT-GEN-SRB172","print_provider":"MWW On Demand","tags":["Small 24x17"]}]
Fri Aug 28 2020 04:34:17 GMT+0300 (EEST);840243.2829;on-hold;null;1;6394092;1;5090;550;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_DARK_HEATHER_5XL","print_provider":"The Dream Junction ","tags":[" Dark Heather","5XL"]},{"quantity":1,"print_provider_id":3,"print_provider_sku":"5000_SPORT_GREY_5XL","print_provider":"The Dream Junction ","tags":[" Sport Grey","5XL"]}]
Thu Aug 06 2020 02:08:31 GMT+0300 (EEST);427440.2583;fulfilled;null;1;5867960;1;1200;400;[{"quantity":1,"print_provider_id":10,"print_provider_sku":"20596","print_provider":"MWW On Demand","tags":["One size"]}]
Mon Aug 17 2020 10:18:42 GMT+0300 (EEST);1636046.506;fulfilled;null;1;7080685;4;1261;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_DARK_GREY_HEATHER_M","print_provider":"The Dream Junction ","tags":["Dark Grey Heather","M"]}]
Wed Aug 12 2020 20:05:52 GMT+0300 (EEST);112139.115474;on-hold;null;1;5763236;1;2695;400;[{"quantity":1,"print_provider_id":3,"print_provider_sku":"3001_BLACK_2XL","print_provider":"The Dream Junction ","tags":["Black","2XL"]}]
Tue Aug 18 2020 01:37:58 GMT+0300 (EEST);1674005.16;fulfilled;null;1;7110321;1;5900;1100;[{"quantity":1,"print_provider_id":1,"print_provider_sku":"mug20oztumbler","print_provider":"SPOKE Custom Products","tags":["20oz"]},{"quantity":1,"print_provider_id":1,"print_provider_sku":"mug20oztumbler","print_provider":"SPOKE Custom Products","tags":["20oz"]}]
