order_id,print_provider_id,print_provider_sku,quantity
105752.89332,25,6760_Vintage Black_XL,1
1409941.16861,3,5000_WHITE_XL,1
1409941.16861,3,5000_ROYAL_XL,1
1132005.4187,39,UNPT1W00L,1
1526053.3749,6,heavyweight_black_large,1
1842202.72,10,20596,1
1474551.5402,3,5000_ORANGE_XL,1
1854295.488,43,Gildan-5000-Black-2XL,1
1769925.1348,29,001-017-002,1
1445722.4227,29,022-002-001,1
1747214.25,39,UNPT1B00M,1
1847412.26,16,43805,1
1374134.26,39,BBSS1B12M,1
1827418.9511,29,002-004-003,1
1827418.9511,29,002-004-003,1
1827418.9511,29,002-004-003,1
1565956.1464,25,B3001_Light Blue_XL,1
1836150.283,10,20596,1
1932367.7,41,721-W-BLK-02M-32241,1
112139.114634,3,3001_WHITE_L,1
1606746.43,39,UNGH1B00L,1
1606746.43,39,UNPT1B00L,1
1804482.164,2,3423,1
1795140.89,41,713-M-WHT-01S-00015,1
1730282.132,16,49307,1
615552.56,3,5000_BLACK_L,1
1364262.2615,3,3001_HEATHER_MAUVE_M,1
1269146.257,1,iph11tough,1
1466133.683,29,002-002-005,1
1432899.567,1,6x6-white,3
1827418.10811,29,002-002-005,1
1759301.1834,41,713-M-WHT-3XL-32385,1
1052697.31,43,Gildan-5000-Black-L,1
1450481.1317,1,mug10ozlowball,1
1810715.563,10,20596,1
883557.1805,3,3001_BLACK_3XL,1
1772847.92,39,UNGT1W00S,1
1047486.178,10,20596,1
1047486.178,10,20596,1
1814697.18,3,3001_WHITE_XL,1
1797759.36,10,20596,1
1866102.17,3,5000_GOLD_M,1
1423265.2072,3,5000_WHITE_M,1
1839271.1,39,UNGT1B00S,1
1730157.11,29,002-018-001,1
1358364.911,10,20596,1
1058634.223,16,30276,1
1836150.419,10,20596,1
1836150.419,10,20596,1
1619670.133,16,30281,1
1677781.113,29,001-004-004,1
794238.27265,29,022-055-002,1
152111.161,26,150060003,1
152111.161,26,150061013,1
1620713.636,10,PRT-GEN-AS506SP,1
1771581.27,16,48145,1
1890450.9,16,43923,1
1890450.9,43,Nextlevel-1533-MidnightNavy-XL,1
699066.5918,25,6733_Vintage Black_M,1
1560018.2231,3,3005_WHITE_XL,2
1681636.39,16,49307,1
1899399.6,3,18500_BLACK_XL,1
779115.3662,42,3001-BC-TEAM-PURPLE-XL,1
1203468.5269,3,3001_WHITE_L,1
1804782.46,3,3001_NAVY_M,1
1301287.1499,29,001-004-004,1
1417712.3542,3,3001_HEATHER_SLATE_S,1
516066.39198,25,D99200_black_XL,1
516066.39198,25,N3600_black_XL,1
1874355.11,39,UNPT1B0XL,1
1660816.1071,1,iph11probt,1
105752.87341,25,G180_Sand_L,1
1286270.1027,23,1440842_IPX-TCB-CS-M,1
1383239.33,3,3001_HEATHER_CLAY_M,1
1848588.9,43,Nextlevel-3600-White-XL,1
1863503.1,16,49008,1
1863503.1,3,18500_ROYAL_L,1
1863503.1,3,18500_BLACK_L,1
1863503.1,42,2000-GILDAN-NAVY-XL,1
1863503.1,3,18500_MAROON_XL,1
1863503.1,42,2000-GILDAN-RED-XL,1
1863503.1,42,2000-GILDAN-WHITE-2XL,1
1290016.514,26,019423363,1
1290016.514,26,019421253,1
1286578.15143,16,47417,2
1424698.5683,16,39528,1
1776133.17969,43,Gildan-64000-Navy-S,1
1776133.17969,43,Nextlevel-1533-Red-M,1
1776133.17969,43,Gildan-64000-Navy-S,1
1505480.23704,39,UNGT1B0XL,1
806343.139,29,022-050-003,1
806343.139,16,48146,1
806343.139,29,022-050-003,1
1494586.168,3,3001_HEATHER_COLUMBIA_BLUE_L,1
1494586.168,3,3001_HEATHER_TEAM_PURPLE_L,1
1165947.201,3,3001_HEATHER_KELLY_XL,1
1584062.1213,16,49311,1
409898.82,10,PRT-GEN-SOG18,1
882774.20329,3,5000_ASH_M,2
1363933.3054,39,BBSS1B0NB,1
1410147.20796,29,021-002-001,1
341999.11395,16,47219,1
516066.38394,29,003-001-003,1
1709737.325,16,90,1
1499270.77485,29,002-015-003,1
1499270.77485,29,002-002-003,1
1499270.77485,29,002-011-003,1
1499270.77485,29,002-012-003,1
1370584.188,29,022-002-004,1
1312022.309,39,WORB4R00M,1
347954.807,29,022-002-004,1
347954.807,42,3001-BC-MAROON-SM,1
1610302.14852,29,001-004-001,1
1827418.10559,29,002-004-002,2
1687167.166,3,5000_BLACK_XL,1
1082727.485,23,2417954_IP11-FC-CC,1
1082727.485,10,PRT-GEN-SPBSXS**white,1
1898623.4,3,18000_BLACK_L,1
1730060.23,10,20596,1
426123.528,1,2x2-white,1
426123.528,1,2x2-white,1
1340107.14236,2,3422,1
1536758.7,10,20596,2
1445722.417,29,022-008-003,1
1295691.5167,25,90200_Charcoal Heather_L,1
1295691.5167,25,90200_Black_L,1
1295691.5167,1,mug15oztravel,1
109808.149,10,PRT-GEN-SPFZIPB,1
1763763.212,29,022-002-003,1
1563740.4332,1,mug11oz,1
1563740.4332,1,mug11oz,2
1563740.4332,1,mug11oz,1
904416.11167,10,PRT-GEN-SWG680,1
1714418.276,2,3424,1
352289.1077,10,PRT-GEN-SLG16BC,2
1450329.35,3,6004_BLACK_S,1
1450329.35,3,6004_BLACK_M,1
669465.1538,1,sock-medium,1
1702637.648,3,3005_BLACK_M,1
1714418.288,2,3424,1
112139.115165,3,3001_NAVY_XL,1
112139.115165,3,3001_BABY_BLUE_XL,1
112139.115165,3,3001_DARK_GREY_HEATHER_XL,1
380687.686,25,B3001_Heather Mint_XXL,1
1499270.81348,29,002-009-003,1
1621060.2,42,64000-GILDAN-BLACK-LG,1
1795244.368,3,3001_SOFT_PINK_2XL,1
1286578.13558,16,47417,1
456711.1739,39,UNGT1B00M,1
212264.118,10,20596,1
1808923.327,3,3001_ATHLETIC_HEATHER_L,1
1725006.394,3,3001_MAROON_L,1
1809814.132,39,UNPT1B2XL,1
1448813.2841,29,001-004-005,1
1885282.67,10,17306,1
1827418.741,29,002-004-001,1
390068.169,10,PRT-GEN-SBBKPK,1
794238.27967,29,022-055-002,1
794238.27967,29,022-008-002,1
794238.27967,29,022-088-002,1
1727719.82,16,45491,1
1776133.1398,39,WORB2B0XL,1
1533962.9316,29,001-009-003,1
679101.392,3,18500_BLACK_S,1
1790063.27,1,2x2-clear,1
1790063.27,26,STSU822C0251L,1
1624274.851,39,UNNT2B00M,1
1644022.304,3,3001_BLACK_XL,1
1892712.4,1,spiral6x8ruled,1
1653503.673,29,007-004-002,1
1740990.36,39,WORB2B2XL,1
834333.7495,29,003-004-002,1
393521.2861,10,PRT-GEN-SPFZIP,1
1445722.3626,43,BellaCanvas-3001-Black-L,1
1711301.18,23,1570107_IPX-FC-CS-C,1
1595013.429,29,022-094-003,1
1318757.8,3,3480_BLACK_M,1
1318757.8,43,BellaCanvas-3001-Navy-M,1
547431.2121,3,5000_NAVY_2XL,1
1825568.1184,10,20596,1
1808923.308,3,3001_SOFT_PINK_L,1
1808923.308,3,3001_WHITE_L,1
754056.2125,10,PRT-GEN-SCDHOS,1
1622007.306,25,B3001_army_SM,1
1715129.173,1,6x6-clear,1
1332005.103,10,PRT-GEN-SW23FI,1
840243.1709,25,N3900_Light Pink_L,1
840243.1709,3,3001_HEATHER_ICE_BLUE_L,1
1439270.284,10,20596,1
1439270.284,10,20596,1
1439270.284,10,20596,1
1773734.2785,39,WOBF1B2XL,1
1286578.16217,16,47456,1
789606.13,29,016-034-004,1
1719569.33,39,UNGT1B2XL,1
1805849.15,3,3001_SOLID_BLACK_BLEND_L,1
1805849.15,3,3001_SOLID_BLACK_BLEND_M,1
1559676.7733,30,3486,1
1448813.3404,29,001-004-003,1
904416.9749,10,PRT-GEN-SLG16BC,1
1493436.81,29,003-016-003,1
607260.56,16,49307,1
1364262.2814,3,3001_MAROON_XL,1
1852690.274,3,5000_BLACK_L,1
1904508.6,3,18000_SPORT_GREY_S,1
1767211.29,10,20596,1
1642275.483,10,PRT-GEN-SCDHOS,1
1569960.5454,29,022-002-002,1
1280396.20436,29,001-004-003,1
1794915.358,16,47219,1
1292708.3064,29,022-004-003,1
904416.10078,10,20596,1
1484102.1497,42,2000-GILDAN-WHITE-2XL,1
883557.1699,3,2000_SPORT_GREY_4XL,1
1693280.25,10,PRT-GEN-SW23FI,1
1689372.278,10,20596,2
1720864.183,3,3001_DARK_GREY_HEATHER_XL,1
1796641.14,16,49311,1
1761396.3587,3,5000_SPORT_GREY_XL,1
1621017.255,10,20596,1
1533962.946,6,heavyweight_black_large,1
1449846.116,3,3501_BLACK_2XL,1
1842875.5,29,001-004-001,1
421872.86,1,mug15oz,1
1799264.82,39,UNGS4H00M,1
1727201.11,2,3419,1
1973240.1,29,001-002-004,1
1973240.1,1,3x3-magnet,1
1973240.1,29,001-002-004,1
1973240.1,29,001-004-005,1
1973240.1,1,3x3-magnet,1
1973240.1,29,001-004-005,1
1730663.3,10,20596,1
1706220.1382,39,UNPT1B00L,1
1282517.1555,29,022-015-004,1
1850626.3,42,5000-GILDANMEN-WHITE-SM,1
1692237.1346,2,503,1
1819400.1956,29,002-009-003,1
1673894.379,30,941,1
1458881.229,2,368,1
1605328.353,29,022-002-004,1
1874973.36,29,002-002-001,1
1363933.2969,3,5000_WHITE_XL,1
1363933.2969,3,5000_BLACK_XL,1
162995.313,6,mens_white_small,1
162995.313,6,mens_white_xl,1
1238064.798,6,JH030_sky_blue_medium,1
1762208.8867,29,022-004-003,1
648942.1833,3,3001_HEATHER_MAUVE_3XL,1
1870546.1,16,47447,1
1642717.162,39,WORB2B00L,1
325160.7584,2,503,1
1776436.72,3,3001_HEATHER_MAUVE_XL,1
1776436.72,3,3001_DEEP_HEATHER_XL,1
1880274.17,39,UNPT1B00M,1
1880274.17,39,UNPT1W00L,1
1827418.8009,29,002-004-002,1
1827418.8009,29,002-023-002,1
325160.7015,10,PRT-GEN-SCDHOS,1
1885282.64,10,17304,1
1214742.1579,25,G5000_black_L,1
1310568.1462,3,5000_BLACK_S,1
1310568.1462,3,18000_BLACK_M,1
1310568.1462,3,18500_WHITE_S,1
1824885.5,29,022-002-005,1
1834819.183,10,20596,1
129110.622,1,mug11oz,1
1776133.18603,39,WORB3H00M,1
1776133.18603,39,WORB3H00S,1
1931328.21,3,3001_BLACK_2XL,1
1449381.7914,1,6x6-clear,1
1776133.13574,43,Nextlevel-1533-MidnightNavy-M,1
1776133.13574,43,Nextlevel-1533-HeatherGrey-S,1
1739534.113,1,3x3-clear,1
1558474.511,3,18000_SPORT_GREY_S,1
1668803.919,16,47456,1
1668803.919,1,mug20oztumbler,1
1776133.16564,43,Nextlevel-1533-HeatherGrey-XS,1
1776133.16564,43,Nextlevel-1533-White-XS,1
1776133.16564,43,Nextlevel-1533-MidnightNavy-XS,1
1728779.2217,1,mug20oztumbler,1
1747034.214,1,3x3-clear,1
1747034.214,3,3001_WHITE_XL,1
1747034.214,3,3001_WHITE_XL,1
1637403.3068,25,NL1533_Dark Grey_M,1
1854295.375,41,721-M-SGR-02M-30007,1
1711054.18,29,023-009-003,1
1672309.19,39,BBSS1W0NB,1
1672309.19,39,BBSS1B0NB,1
1706220.654,3,2000_WHITE_2XL,1
1372757.1808,29,022-088-004,1
474066.3044,3,3001_OLIVE_S,1
474066.3044,29,022-055-001,1
1156278.368,43,BellaCanvas-3001-DarkHeatherGrey-L,1
881292.61,10,20596,1
1743607.268,3,5000_WHITE_L,1
1748737.1497,39,UNGT1B0XL,1
1164918.103,10,20596,1
1778559.12,45,5000-MRN-L,1
1738689.744,3,5000_WHITE_S,1
1448813.2066,43,Gildan-5000-White-S,1
1375767.22,16,52514,1
1728779.2066,3,3001_DARK_GREY_HEATHER_3XL,1
1486123.13,29,022-046-002,1
1944750.5,10,PRT-GEN-AS608SP,1
1944750.5,10,PRT-GEN-AS506SP,1
1673964.2067,29,001-004-001,1
1696843.1,1,sock-medium,1
904416.9611,3,18500_BLACK_2XL,1
1319945.508,1,4x4-white,1
44587.166,2,3423,10
1005555.1307,3,3001_NAVY_XL,1
1581320.2294,3,3001_DARK_GREY_HEATHER_M,1
717111.10454,16,47417,1
1931988.1,29,003-002-001,1
1863021.39,3,18500_GOLD_S,1
1286578.13809,16,47456,1
1286578.13809,16,47456,1
1892896.26,3,3001_ATHLETIC_HEATHER_3XL,1
1892896.26,3,3001_SOFT_PINK_XL,2
1714402.369,3,3001_DARK_GREY_HEATHER_XL,1
1714402.369,3,3001_DARK_GREY_HEATHER_L,1
1714402.369,3,3001_DARK_GREY_HEATHER_XL,2
456711.1498,23,1436665_IP8-CS-G,1
1880108.271,39,UNGT1B00M,1
882774.20984,3,5000_WHITE_XL,1
716343.1031,1,button-round-125,1
716343.1031,1,button-round-225,1
405521.975,43,Next Level-6733-PremiumHeather-M,1
1364378.1391,3,3001_NAVY_2XL,1
1055775.12,3,3001_CARDINAL_XL,1
1499270.82299,29,002-023-001,1
1499270.82299,29,002-023-002,2
1798932.426,29,001-004-003,1
739698.1011,29,004-004-004,1
739698.1011,37,Gildan-5000B-Navy-XL,1
1687438.6,3,5000_BLACK_M,1
1687438.6,3,5000_BLACK_M,1
1816639.8,39,UNPT1B00L,1
1905277.45,10,20596,1
1859930.12,39,UNPT1W00S,1
1720307.1095,3,5000_GOLD_XL,1
1720307.1095,3,5000_PURPLE_XL,1
1720307.1095,3,5000_BLACK_XL,1
1720307.1095,3,5000_KIWI_XL,1
1827418.54,29,002-002-001,1
1604528.139,39,UNGT1B00L,1
1776133.16272,43,Nextlevel-1533-MidnightNavy-S,1
1776133.16272,43,Nextlevel-1533-MidnightNavy-S,1
1776133.16272,43,Nextlevel-1533-White-S,1
1756748.1447,3,5000_BLACK_2XL,2
1771484.7,29,004-007-003,1
1771484.7,29,004-006-003,1
1286578.13672,16,47456,1
1427306.2534,2,3417,1
1225155.5096,10,20596,1
454689.8806,1,sock-medium,1
1779203.11,1,mug11oz,1
1577292.2887,25,G185_Light Pink_XXL,1
1928137.19,2,3419,1
61903.9291,16,39454,1
1760633.26,42,3001-BC-ASPHALT-XL,1
1747214.16,3,3001_SOFT_PINK_L,1
1747214.16,39,UNPT5C00L,1
1607754.132,29,022-004-004,1
1776133.17752,43,Nextlevel-1533-Red-L,1
1776133.17752,43,Nextlevel-1533-MidnightNavy-L,1
1776133.17752,43,Nextlevel-1533-Black-L,1
1833464.1,29,003-006-001,1
1444561.1396,2,3417,1
1827418.647,29,002-004-003,1
1827418.647,29,002-023-003,1
1827418.647,29,002-004-003,1
1827418.647,29,002-004-003,1
1770004.347,10,20596,1
1863684.82,42,5000-GILDANMEN-BLACK-LG,1
1679389.4,10,20596,1
1784464.64,45,3001-WHT-M,1
1509643.8,26,150091258,1
1509643.8,26,150090008,2
829980.438,16,47417,1
